TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,Sha256 hash
,404,pretty-betty,pretty betty,Betty is very proud of her beauty and does not hesitate to flaunt it.,Female,hair: orange bob; eyes: closed; teeth: none; clothing: orange one hand ankara print; accessories: none; expression: stoic; strength: beauty; weakness: pride;,6a4f5b7c-914d-42c5-8e5f-d1c34ca48886,fa86d36cc6143b0e3ec9350dfe2d02ed8ff09cf0cc8dfe31cfcb72db31d555b1
,405,lola-medusa,lola medusa,Lola is the head maketer at her firm and she is the best at negotiating.,Female,hair: long red braids; eyes: closed; teeth: none; clothing: geometric ankara print; accessories: none; expression: unfazed; strength: conviction; weakness: narcissism;,32ec57f7-8272-4671-ad2d-db3dff99fe9f,1780f6dc7ad03d1a69dca9892e35f7dd4af5351602e5de72f00731a4a1df54a5
,406,bukola-nosend,bukola nosend,Bukola is friends with many but always get moody.,Female,hair: brunette bob; eyes: brown; teeth: none; clothing: blue and yellow ankara print dress; accessories: none; expression: moody; strength: ideation; weakness: procrastination;,59d19b13-09e2-412e-a669-df020e03ae10,7883a7d3be12e0b03c5d3ed3c6c5656af3e5fb1245e6d3c285c4062049914ac7
,407,burna-morgan,burna morgan,Morgan paints the town red with her red hair.,Female,hair: two brunette buns; eyes: brown; teeth: none; clothing: ankara  dungarees; accessories: tobacco pipe; expression: none; strength: fighting; weakness: bossy;,d08af477-de20-4780-8449-46b87840b9fa,39bf8d02ee25a8f1e0bf22f67a017754a260e39150348dc61e9172a750f6cadd
,408,afro-star,afro star,Bimbo is an afro star with great affluence.,Female,hair: orange afro; eyes: brown; teeth: none; clothing: ghana kente dress; accessories: none; expression: inspired; strength: money; weakness: aggresive;,40743b16-ae12-4b4a-989c-e5fbf1e2e0ca,9aa07418c389675f9dafd0d72921130c679139c1436e3aa3425daaa6580bdc06
,409,fiesty-sandra,fiesty sandra,Sandra is a social animal; correct owambe ambassador.,Female,hair: brown bun; eyes: brown; teeth: none; clothing: yellow ankara dress; accessories: purple bubblegum; expression: none; strength: relating with people; weakness: short attention span;,d875aa6c-3e4a-4450-b09c-e9f1cdcc3947,4ed889eada98201e717e3143dbc6056e0241813aad2e28ecedeaf187054a2a9d
,410,sister-nkechi-sabi,sister nkechi sabi,Nkechi is the true definition of amebo; always in peoples business.,Female,hair: black low cut; eyes: brown; teeth: none; clothing: yellow patterned ankara dress; accessories: ankara beret; expression: none; strength: amebo; weakness: keeping quiet;,a728a380-1d33-4080-841d-80b041474d8f,5a7c570bda7826d770f77a27127d401e282f45a05e9e539fe80c5a9eff552e98
,411,unfriendly-gina,unfriendly gina,Gina is an angry one; she has no friends but has a lot of money.,Female,hair: orange bun; eyes: brown; teeth: none; clothing: animal print dress; accessories: none; expression: stoic; strength: anger; weakness: peace;,dd30a327-8a74-40a5-8207-19a790508ccc,e19a95d30457fe80c3a93b3656b4c13ad6fd4fb58ad48e7b3c3221cefa4ef819
,412,dada-ganster,dada ganster,Zoe got her nickname dada gangster because of her beautiful dreadlocks; she is a sweet one and is ever ready to help others.,Female,hair: purple dreadlock; eyes: brown; teeth: vampiric; clothing: ankara mixed with black material dress; accessories: none; expression: annoyed; strength: finding trouble; weakness: impulsive;,e1a43f65-aad2-4385-ac5e-bc159c6e0f2a,d95f6d78281dc030770b96e3bcb709cc5a78619550f60ab739d4b56bb97bb8c1
,413,idoncare-linda,idoncare linda,Linda is a carefree woman that pays little attention to whatever is happening round her.,Female,hair: orange bob; eyes: brown; teeth: none; clothing: blue one hand dress; accessories: none; expression: mischievous; strength: instigating arguments; weakness: needs to be right;,ed04b47c-ae98-4db2-b71b-04d7bb976d45,5eb94711afee30c34a90089be2e63de3eb0043c1ec8dc6c6be86268e4726f2eb
,414,doubting-vivian,doubting vivian,Vivian just like the thomas in the bible; she doubts all.,Female,hair: long red braid; eyes: brown; teeth: none; clothing: red ankara one hand dress; accessories: none; expression: pissed; strength: logic; weakness: trust issues;,a0282797-44ef-4bfb-a701-e4ed5e727d63,01cb711587953fc4d1400a1404d7289aa55479efce8a181ac3d660be275364c5
,415,simbi-side-eyed,simbi side eyed,Simbi is reserved but doesn't allow anyone intimidate her.,Female,hair: two orange buns; eyes: brown; teeth: none; clothing: geometric ankara dress; accessories: none; expression: annoyed; strength: communication; weakness: stubborn;,1f99104c-e98b-4c9a-9891-00a481e86008,a4e7a31d9882749b9a626948cd4c5a364b838452c09d77f6bf7eba81f1be3034
,416,bambi-tekno,bambi tekno,Bambi is the dancer of the team; anytime she hears a beat shes on her feet.,Female,hair: brown low buns; eyes: none; teeth: none; clothing: brown ankara dress;  accessories: yellow sunglasses; expression: cool; strength: dancing; weakness: procrastination;,95ff5e2c-1ff2-4d58-890b-de0f39f9d8ce,69b909b12e5c1fc3ac6e04b82a131794f47ad0c89274e57c71b2c0cc8900e778
,417,saka-portable,saka portable,Saka is forever convinced that his toothless smile is the icing on his cake.,Male,hair: none; eyes: none; teeth: none; clothing: black and blue shirt; accessories: purple cap and yellow sunglasses; expression: none; strength: confidence; weakness: stubborn;,bd98f74f-e42e-494e-8298-3183555ca666,8825076af92bd3d2ee47f882dcd2bfcbd24c5c749def089c37033a8c91b552d7
,418,king-of-boys,king of boys,Busayo has her way of convincing people to do things her way.,Female,hair: black buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: tobacco pipe and yellow sunglasses; expression: none; strength: confidence  weakness: always inconsiderate;,a650e79c-f964-4eb1-aa89-f9c1dbdede76,b9cf130e2c145ea7217f4b8fd1cf5b173ecc1a35b7a20030539ee3778866d211
,419,funky-alte-pop,funky alte pop,Funke is always the life of every party; strong gen z advocate.,Female,hair: two red buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: yellow sun shades; expression: cool; strength: music; weakess: selfish;,b6753a8b-6127-4e97-812b-99e465791ba3,6670be7e6005052649b021ac5cb50cf91110cb5e1c26a366efe943efe59792c0
,420,madame-ngozi,madame ngozi,Ngozi make heads turn with her beautiful collection of materials from all over Africa.,Female,hair: red afro; eyes: none; teeth: none; clothing: ghana kente dress; accessories: yellow sunglasses; expression: pissed; strength: money; weakness: pride;,7ecdbb1d-9a89-4136-b240-499051836979,a0a60623d3129e99589d3f7b9c58e88cf221aa28be2c26488ba3c87c18b3b27a
